LM_ID	COMMON_NAME	Adduct	CATEGORY	MAIN_CLASS	SUB_CLASS	EXACT_MASS	FORMULA	PUBCHEM_SID	PUBCHEM_CID	INCHI_KEY	KEGG_ID	HMDBID	CHEBI_ID	LIPIDAT_ID	LIPIDBANK_ID
XXX_LMGP10010667	PA(20:12(5Z,8Z,11Z,14Z,17Z)/20:9(11Z,14Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	Diacylglycerophosphates [GP1001]	746.488659	C43H71O8P	123066828	52929260	LMNYYYRYZRQCSB-XYOKTMPVSA-N						
XXX_LMGP10010668	PA(20:12(5Z,8Z,11Z,14Z,17Z)/20:10(8Z,11Z,14Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	Diacylglycerophosphates [GP1001]	744.473009	C43H69O8P	123066829	52929261	FTZHEZPYVFRHPZ-DVYZSIEGSA-N						
XXX_LMGP10010669	PA(20:12(5Z,8Z,11Z,14Z,17Z)/20:11(5Z,8Z,11Z,14Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	Diacylglycerophosphates [GP1001]	742.457359	C43H67O8P	123066830	52929262	LDGUOHGVVDLGMU-GDRVSXRHSA-N						
XXX_LMGP10010670	PA(20:12(5Z,8Z,11Z,14Z,17Z)/20:12(5Z,8Z,11Z,14Z,17Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	Diacylglycerophosphates [GP1001]	740.441709	C43H65O8P	123066831	52929263	KNAGJLIFMQXEGB-DNWMFXOOSA-N						
XXX_LMGP10010671	PA(20:12(5Z,8Z,11Z,14Z,17Z)/21:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	Diacylglycerophosphates [GP1001]	764.535609	C44H77O8P	123066832	52929264	DVYQIECMDYVOMN-RECDXKKPSA-N						
XXX_LMGP10010672	PA(20:12(5Z,8Z,11Z,14Z,17Z)/22:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	Diacylglycerophosphates [GP1001]	778.551259	C45H79O8P	123066833	52929265	BVZZHGPNJQYOIP-YNIAIZROSA-N						
XXX_LMGP10010673	PA(20:12(5Z,8Z,11Z,14Z,17Z)/22:8(11Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	Diacylglycerophosphates [GP1001]	776.535609	C45H77O8P	123066834	52929266	CBPWULUARCXRMY-GLXHKMJZSA-N						
XXX_LMGP10010674	PA(20:12(5Z,8Z,11Z,14Z,17Z)/22:9(13Z,16Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	Diacylglycerophosphates [GP1001]	774.519959	C45H75O8P	123066835	52929267	XFFJRSAJSIOOGG-QAVKYJPISA-N						
XXX_LMGP10010675	PA(20:12(5Z,8Z,11Z,14Z,17Z)/22:11(7Z,10Z,13Z,16Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	Diacylglycerophosphates [GP1001]	770.488659	C45H71O8P	123066836	52929268	GTPWQZFQXQWPBX-TWLINLSFSA-N						
XXX_LMGP10010855	PA(20:12(5Z,8Z,11Z,14Z,17Z)/22:13(4Z,7Z,10Z,13Z,16Z,19Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	Diacylglycerophosphates [GP1001]	766.457359	C45H67O8P	123067016	52929448	QBIOFUQCWQRPBK-VPKAUXFLSA-N						
XXX_LMGP10050032	PA(21:7/0:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	Monoacylglycerophosphates [GP1005]	480.321593	C24H49O7P	123067347	52929764	SPXKINNONQHLLM-HSZRJFAPSA-N						
XXX_LMGP10010854	PA(21:7/12:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	Diacylglycerophosphates [GP1001]	662.488659	C36H71O8P	123067015	52929447	LZTPSZSRJRCNNO-UUWRZZSWSA-N						
XXX_LMGP10010853	PA(21:7/13:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	Diacylglycerophosphates [GP1001]	676.504309	C37H73O8P	123067014	52929446	QXILPSOYYISSKP-PGUFJCEWSA-N						
XXX_LMGP10010852	PA(21:7/14:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	Diacylglycerophosphates [GP1001]	690.519959	C38H75O8P	123067013	52929445	BSBREEDNEWVFRF-PSXMRANNSA-N						
XXX_LMGP10010676	PA(21:7/14:8(9Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	Diacylglycerophosphates [GP1001]	688.504309	C38H73O8P	123066837	52929269	GJGIDANDUCQSLL-RENWGTOJSA-N						
XXX_LMGP10010677	PA(21:7/15:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	Diacylglycerophosphates [GP1001]	704.535609	C39H77O8P	123066838	52929270	WUVGRGSOQIXACD-DIPNUNPCSA-N						
XXX_LMGP10010678	PA(21:7/15:8(9Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	Diacylglycerophosphates [GP1001]	702.519959	C39H75O8P	123066839	52929271	FMJRRWZKFYBGHC-SVKAEJSDSA-N						
XXX_LMGP10010679	PA(21:7/16:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	Diacylglycerophosphates [GP1001]	718.551259	C40H79O8P	123066840	52929272	TWDANRDMBSYVPM-KXQOOQHDSA-N						
XXX_LMGP10010680	PA(21:7/16:8(9Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	Diacylglycerophosphates [GP1001]	716.535609	C40H77O8P	123066841	52929273	ZIWHSJPRDCIEBG-GFPLNVHWSA-N						
XXX_LMGP10010681	PA(21:7/17:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	Diacylglycerophosphates [GP1001]	732.566909	C41H81O8P	123066842	52929274	UNSFJRRPWSPMGM-LDLOPFEMSA-N						
XXX_LMGP10010682	PA(21:7/17:8(9Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	Diacylglycerophosphates [GP1001]	730.551259	C41H79O8P	123066843	52929275	POORCYHYMQLQPD-MGIDVFSBSA-N						
XXX_LMGP10010683	PA(21:7/17:9(9Z,12Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	Diacylglycerophosphates [GP1001]	728.535609	C41H77O8P	123066844	52929276	VRCSEDBGLRMMPY-FXEHLHKKSA-N						
XXX_LMGP10010851	PA(21:7/18:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	Diacylglycerophosphates [GP1001]	746.582559	C42H83O8P	123067012	52929444	ODEXYDIISKTNDQ-RRHRGVEJSA-N						
XXX_LMGP10010684	PA(21:7/18:8(9Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	Diacylglycerophosphates [GP1001]	744.566909	C42H81O8P	123066845	52929277	ZRDLZJVKISHFDH-ISMMORFJSA-N						
XXX_LMGP10010685	PA(21:7/18:9(9Z,12Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	Diacylglycerophosphates [GP1001]	742.551259	C42H79O8P	123066846	52929278	ZIUODAYZDJQNGR-VXEVEGRYSA-N						
XXX_LMGP10010686	PA(21:7/18:10(6Z,9Z,12Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	Diacylglycerophosphates [GP1001]	740.535609	C42H77O8P	123066847	52929279	NNCZHBFFXYPCNL-PTHJTFMXSA-N						
XXX_LMGP10010687	PA(21:7/18:10(9Z,12Z,15Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	Diacylglycerophosphates [GP1001]	740.535609	C42H77O8P	123066848	52929280	RQLFOCKBFFKGSJ-MHHMDNHHSA-N						
XXX_LMGP10010688	PA(21:7/18:11(6Z,9Z,12Z,15Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	Diacylglycerophosphates [GP1001]	738.519959	C42H75O8P	123066849	52929281	QIEWKRGCBFEKAE-LWBFPYMRSA-N						
XXX_LMGP10010689	PA(21:7/19:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	Diacylglycerophosphates [GP1001]	760.598209	C43H85O8P	123066850	52929282	GUCJNHMCUYLQRU-VQJSHJPSSA-N						
XXX_LMGP10010690	PA(21:7/19:8(9Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	Diacylglycerophosphates [GP1001]	758.582559	C43H83O8P	123066851	52929283	KKOAIMGHMNXYJJ-AUGFQVQNSA-N						
XXX_LMGP10010691	PA(21:7/20:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	Diacylglycerophosphates [GP1001]	774.613859	C44H87O8P	123066852	52929284	HXZSBPMDJCJPRV-HUESYALOSA-N						
XXX_LMGP10010692	PA(21:7/20:8(11Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	Diacylglycerophosphates [GP1001]	772.598209	C44H85O8P	123066853	52929285	VAWVNLILBNWIQR-PEBSJOBXSA-N						
XXX_LMGP10010693	PA(21:7/20:9(11Z,14Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	Diacylglycerophosphates [GP1001]	770.582559	C44H83O8P	123066854	52929286	OAALHXAWLQXIHT-BYAYFGLHSA-N						
XXX_LMGP10010694	PA(21:7/20:10(8Z,11Z,14Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	Diacylglycerophosphates [GP1001]	768.566909	C44H81O8P	123066855	52929287	LPWGLCRPDFMVOI-ZLPCTPNUSA-N						
XXX_LMGP10010695	PA(21:7/20:11(5Z,8Z,11Z,14Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	Diacylglycerophosphates [GP1001]	766.551259	C44H79O8P	123066856	52929288	FAOBIYCCYRCFHA-OVESWFIRSA-N						
XXX_LMGP10010696	PA(21:7/20:12(5Z,8Z,11Z,14Z,17Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	Diacylglycerophosphates [GP1001]	764.535609	C44H77O8P	123066857	52929289	WBGWDRNHFPGJJJ-PCTWAXFVSA-N						
XXX_LMGP10010850	PA(21:7/21:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	Diacylglycerophosphates [GP1001]	788.629509	C45H89O8P	123067011	52929443	LNBLSNHHUJXZAB-VZUYHUTRSA-N						
XXX_LMGP10010697	PA(21:7/22:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	Diacylglycerophosphates [GP1001]	802.645159	C46H91O8P	123066858	52929290	KRGWSOUULNOMCY-USYZEHPZSA-N						
XXX_LMGP10010698	PA(21:7/22:8(11Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	Diacylglycerophosphates [GP1001]	800.629509	C46H89O8P	123066859	52929291	HNBVPNKSTCPLRS-JBCPQQQMSA-N						
XXX_LMGP10010699	PA(21:7/22:9(13Z,16Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	Diacylglycerophosphates [GP1001]	798.613859	C46H87O8P	123066860	52929292	DLHOGWXILOYZKL-LFJRERBHSA-N						
XXX_LMGP10010700	PA(21:7/22:11(7Z,10Z,13Z,16Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	Diacylglycerophosphates [GP1001]	794.582559	C46H83O8P	123066861	52929293	AUBBTFZUOFBNBB-SYFCMTJLSA-N						
XXX_LMGP10010004	PA(21:7/22:13(4Z,7Z,10Z,13Z,16Z,19Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	Diacylglycerophosphates [GP1001]	790.551259	C46H79O8P	4266300	5283527	YWVYDGGUSZHULL-OGGVJOGLSA-N						
XXX_LMGP10050003	PA(21:11(6Z,9Z,12Z,15Z)/0:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	Monoacylglycerophosphates [GP1005]	472.258993	C24H41O7P	7850613	5283535	QGRGKKKASAUUCG-MDGVENSFSA-N						
XXX_LMGP10050031	PA(22:7/0:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	Monoacylglycerophosphates [GP1005]	494.337243	C25H51O7P	123067346	49837859	SQNPGTTUWWZACK-XMMPIXPASA-N						
XXX_LMGP10010849	PA(22:7/12:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	Diacylglycerophosphates [GP1001]	676.504309	C37H73O8P	123067010	52929442	NYQHUMPAHRERGI-PGUFJCEWSA-N						
XXX_LMGP10010848	PA(22:7/13:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	Diacylglycerophosphates [GP1001]	690.519959	C38H75O8P	123067009	52929441	HXGXKXRJZIEPIN-PSXMRANNSA-N						
XXX_LMGP10010847	PA(22:7/14:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	Diacylglycerophosphates [GP1001]	704.535609	C39H77O8P	123067008	52929440	KBKXLIADFMYZBQ-DIPNUNPCSA-N						
XXX_LMGP10010701	PA(22:7/14:8(9Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	Diacylglycerophosphates [GP1001]	702.519959	C39H75O8P	123066862	52929294	NXGJGXCLVPUPSE-CAPKZEEOSA-N						
XXX_LMGP10010702	PA(22:7/15:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	Diacylglycerophosphates [GP1001]	718.551259	C40H79O8P	123066863	52929295	FQEGOXUFKLSHIO-KXQOOQHDSA-N						
XXX_LMGP10010703	PA(22:7/15:8(9Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	Diacylglycerophosphates [GP1001]	716.535609	C40H77O8P	123066864	52929296	OPHBZUVUSLUUSP-PKANKXGDSA-N						
XXX_LMGP10010704	PA(22:7/16:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	Diacylglycerophosphates [GP1001]	732.566909	C41H81O8P	123066865	52929297	LNOYRJDKRMJGCC-LDLOPFEMSA-N						
XXX_LMGP10010705	PA(22:7/16:8(9Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	Diacylglycerophosphates [GP1001]	730.551259	C41H79O8P	123066866	52929298	NTTOSVVIJQURJW-QRMPNUHKSA-N						
XXX_LMGP10010706	PA(22:7/17:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	Diacylglycerophosphates [GP1001]	746.582559	C42H83O8P	123066867	52929299	SZJMLWLVEYEDJA-RRHRGVEJSA-N						
XXX_LMGP10010707	PA(22:7/17:8(9Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	Diacylglycerophosphates [GP1001]	744.566909	C42H81O8P	123066868	52929300	LXGOEWIXSUKSHY-KWNHIAGJSA-N						
XXX_LMGP10010708	PA(22:7/17:9(9Z,12Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	Diacylglycerophosphates [GP1001]	742.551259	C42H79O8P	123066869	52929301	JRUGJOVHEHWTDJ-WTUORFMBSA-N						
XXX_LMGP10010846	PA(22:7/18:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	Diacylglycerophosphates [GP1001]	760.598209	C43H85O8P	123067007	52929439	PYIXCAHGBMMWPK-VQJSHJPSSA-N						
XXX_LMGP10010947	PA(22:7/18:8(9Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	Diacylglycerophosphates [GP1001]	758.582559	C43H83O8P	123067108	52929535	WOEDHRNKXOLJOQ-GGQWYSFVSA-N						
XXX_LMGP10010709	PA(22:7/18:9(9Z,12Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	Diacylglycerophosphates [GP1001]	756.566909	C43H81O8P	123066870	52929302	YUTXZCLVLLLZAN-DEPOTCCGSA-N						
XXX_LMGP10010710	PA(22:7/18:10(6Z,9Z,12Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	Diacylglycerophosphates [GP1001]	754.551259	C43H79O8P	123066871	52929303	LECYLTMLYOFNEO-JOIWDJMZSA-N						
XXX_LMGP10010711	PA(22:7/18:10(9Z,12Z,15Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	Diacylglycerophosphates [GP1001]	754.551259	C43H79O8P	123066872	52929304	PCDDZBCJWFSWOA-LAPHBECMSA-N						
XXX_LMGP10010712	PA(22:7/18:11(6Z,9Z,12Z,15Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	Diacylglycerophosphates [GP1001]	752.535609	C43H77O8P	123066873	52929305	IFUCTSCIQLSEHL-NIKBAERLSA-N						
XXX_LMGP10010713	PA(22:7/19:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	Diacylglycerophosphates [GP1001]	774.613859	C44H87O8P	123066874	52929306	NWEZNPVFOZPJCQ-HUESYALOSA-N						
XXX_LMGP10010714	PA(22:7/19:8(9Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	Diacylglycerophosphates [GP1001]	772.598209	C44H85O8P	123066875	52929307	LLKCIINSXVBRON-MLIYJITJSA-N						
XXX_LMGP10010715	PA(22:7/20:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	Diacylglycerophosphates [GP1001]	788.629509	C45H89O8P	123066876	52929308	MDOPFLDLGOKGFL-VZUYHUTRSA-N						
XXX_LMGP10010946	PA(22:7/20:8(11Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	Diacylglycerophosphates [GP1001]	786.613859	C45H87O8P	123067107	52929534	BZLSVOUCCLEZFB-KAKKGSANSA-N						
XXX_LMGP10010716	PA(22:7/20:9(11Z,14Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	Diacylglycerophosphates [GP1001]	784.598209	C45H85O8P	123066877	52929309	KTDMYJDOWSUGOT-RNLCRUPCSA-N						
XXX_LMGP10010717	PA(22:7/20:10(8Z,11Z,14Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	Diacylglycerophosphates [GP1001]	782.582559	C45H83O8P	123066878	52929310	UMFZPGVEGWSJFJ-FKISFJCZSA-N						
XXX_LMGP10010718	PA(22:7/20:11(5Z,8Z,11Z,14Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	Diacylglycerophosphates [GP1001]	780.566909	C45H81O8P	123066879	52929311	BXVJYAWRBDFXDY-MUJSVRRBSA-N						
XXX_LMGP10010719	PA(22:7/20:12(5Z,8Z,11Z,14Z,17Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	Diacylglycerophosphates [GP1001]	778.551259	C45H79O8P	123066880	52929312	DQKCMKNLSCBSRO-DDBPXEFQSA-N						
XXX_LMGP10010720	PA(22:7/21:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	Diacylglycerophosphates [GP1001]	802.645159	C46H91O8P	123066881	52929313	GBTXLWIEBYUAPO-USYZEHPZSA-N						
XXX_LMGP10010945	PA(22:7/22:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	Diacylglycerophosphates [GP1001]	816.660809	C47H93O8P	123067106	52929533	ZILYMGNMBYRGDM-WBVITSLISA-N						
XXX_LMGP10010721	PA(22:7/22:8(11Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	Diacylglycerophosphates [GP1001]	814.645159	C47H91O8P	123066882	52929314	WBYIWZXSBGRXDO-ZYNHVBFMSA-N						
XXX_LMGP10010722	PA(22:7/22:9(13Z,16Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	Diacylglycerophosphates [GP1001]	812.629509	C47H89O8P	123066883	52929315	QNEQLPQRILTRGB-FSZLMONYSA-N						
XXX_LMGP10010723	PA(22:7/22:11(7Z,10Z,13Z,16Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	Diacylglycerophosphates [GP1001]	808.598209	C47H85O8P	123066884	52929316	CAEQPKFDJRNAGN-BMJUURGTSA-N						
XXX_LMGP10010043	PA(22:7/22:13(4Z,7Z,10Z,13Z,16Z,19Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	Diacylglycerophosphates [GP1001]	804.566909	C47H81O8P	123066204	52928636	APVRUZYAJBXSFA-RWEKDQPZSA-N						
XXX_LMGP10050029	PA(22:8(11Z)/0:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	Monoacylglycerophosphates [GP1005]	492.321593	C25H49O7P	123067344	52929762	SNGZFCPKZNNZFT-FJIRUFBNSA-N						
XXX_LMGP10010724	PA(22:8(11Z)/12:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	Diacylglycerophosphates [GP1001]	674.488659	C37H71O8P	123066885	52929317	WTZJEYIQLMYSBB-QEJMHMKOSA-N						
XXX_LMGP10010725	PA(22:8(11Z)/13:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	Diacylglycerophosphates [GP1001]	688.504309	C38H73O8P	123066886	52929318	XUYSYZMHQAMPOY-UAIAYBLDSA-N						
XXX_LMGP10010726	PA(22:8(11Z)/14:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	Diacylglycerophosphates [GP1001]	702.519959	C39H75O8P	123066887	52929319	MIPHZEWYUUSZAP-OUJJLNDXSA-N						
XXX_LMGP10010727	PA(22:8(11Z)/14:8(9Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	Diacylglycerophosphates [GP1001]	700.504309	C39H73O8P	123066888	52929320	CJTHGBFTJIUVCT-IGNYWGHXSA-N						
XXX_LMGP10010728	PA(22:8(11Z)/15:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	Diacylglycerophosphates [GP1001]	716.535609	C40H77O8P	123066889	52929321	ORNXHXCALHNSSO-OQHNRNOKSA-N						
XXX_LMGP10010729	PA(22:8(11Z)/15:8(9Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	Diacylglycerophosphates [GP1001]	714.519959	C40H75O8P	123066890	52929322	BPGXNEMGIVVRQB-WYFVANIWSA-N						
XXX_LMGP10010730	PA(22:8(11Z)/16:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	Diacylglycerophosphates [GP1001]	730.551259	C41H79O8P	123066891	52929323	BJKXFHGTURZLSW-DPTAKULKSA-N						
XXX_LMGP10010731	PA(22:8(11Z)/16:8(9Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	Diacylglycerophosphates [GP1001]	728.535609	C41H77O8P	123066892	52929324	IUKBAYGKRSHBIB-ZSIBMOKUSA-N						
XXX_LMGP10010732	PA(22:8(11Z)/17:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	Diacylglycerophosphates [GP1001]	744.566909	C42H81O8P	123066893	52929325	DGUSTBKUXMONIH-VYOBOKEXSA-N						
XXX_LMGP10010733	PA(22:8(11Z)/17:8(9Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	Diacylglycerophosphates [GP1001]	742.551259	C42H79O8P	123066894	52929326	IRMZMTXXJSNFIU-BFYJMQLCSA-N						
XXX_LMGP10010734	PA(22:8(11Z)/17:9(9Z,12Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	Diacylglycerophosphates [GP1001]	740.535609	C42H77O8P	123066895	52929327	WTZCRQYIFFEGIB-RBZBSKMOSA-N						
XXX_LMGP10010735	PA(22:8(11Z)/18:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	Diacylglycerophosphates [GP1001]	758.582559	C43H83O8P	123066896	52929328	YPZYJXUACCUVEX-HFWGUVFESA-N						
XXX_LMGP10010736	PA(22:8(11Z)/18:8(9Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	Diacylglycerophosphates [GP1001]	756.566909	C43H81O8P	123066897	52929329	DXYDZQJERAJPRD-XKYLCDAFSA-N						
XXX_LMGP10010737	PA(22:8(11Z)/18:9(9Z,12Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	Diacylglycerophosphates [GP1001]	754.551259	C43H79O8P	123066898	52929330	VFDHSMFKVJBWTC-DMAUDVAASA-N						
XXX_LMGP10010738	PA(22:8(11Z)/18:10(6Z,9Z,12Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	Diacylglycerophosphates [GP1001]	752.535609	C43H77O8P	123066899	52929331	RUCHIFXVLCIVGM-IJMJSXOSSA-N						
XXX_LMGP10010739	PA(22:8(11Z)/18:10(9Z,12Z,15Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	Diacylglycerophosphates [GP1001]	752.535609	C43H77O8P	123066900	52929332	FESNFJHJTJQKPI-UPTVPDTESA-N						
XXX_LMGP10010740	PA(22:8(11Z)/18:11(6Z,9Z,12Z,15Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	Diacylglycerophosphates [GP1001]	750.519959	C43H75O8P	123066901	52929333	ZMKRXEGERPSHOQ-BMMNSSOQSA-N						
XXX_LMGP10010741	PA(22:8(11Z)/19:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	Diacylglycerophosphates [GP1001]	772.598209	C44H85O8P	123066902	52929334	ATLVWAKUOYRUNU-KNWKQHDPSA-N						
XXX_LMGP10010742	PA(22:8(11Z)/19:8(9Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	Diacylglycerophosphates [GP1001]	770.582559	C44H83O8P	123066903	52929335	XOVUBLFXBAEONB-XCEALIJMSA-N						
XXX_LMGP10010743	PA(22:8(11Z)/20:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	Diacylglycerophosphates [GP1001]	786.613859	C45H87O8P	123066904	52929336	PIAFNPGRMHWSKG-CHHOUSFJSA-N						
XXX_LMGP10010744	PA(22:8(11Z)/20:8(11Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	Diacylglycerophosphates [GP1001]	784.598209	C45H85O8P	123066905	52929337	RRQNNUTWFNRMGR-ROEQEVMCSA-N						
XXX_LMGP10010745	PA(22:8(11Z)/20:9(11Z,14Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	Diacylglycerophosphates [GP1001]	782.582559	C45H83O8P	123066906	52929338	GGKJUGUIODLCOM-MEGKGTINSA-N						
XXX_LMGP10010746	PA(22:8(11Z)/20:10(8Z,11Z,14Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	Diacylglycerophosphates [GP1001]	780.566909	C45H81O8P	123066907	52929339	CYCIEWKMLMAYJU-CTPGGJKRSA-N						
XXX_LMGP10010747	PA(22:8(11Z)/20:11(5Z,8Z,11Z,14Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	Diacylglycerophosphates [GP1001]	778.551259	C45H79O8P	123066908	52929340	LFLKYHZQGVINSR-MVVCMHHNSA-N						
XXX_LMGP10010748	PA(22:8(11Z)/20:12(5Z,8Z,11Z,14Z,17Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphates [GP10]	Diacylglycerophosphates [GP1001]	776.535609	C45H77O8P	123066909	52929341	UGJDRNDYFGMHAO-JKQPTICGSA-N						
